,mills,OPEX,CAPEX,logistic,profit,additional costs,et,etmk,etsaf,etpc,etref,eta,etr,j1,j2,sug,el,SAF,SAF ref,SAF air,g,d,objective,sc cost,individual profit,capacity,incentives
0,Abengoa - São João Bv,503908760.1556998,0.0,0.0,109844241349.13907,83277238890.62129,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,581352397.0826058,3000000,0
1,Abengoa - São Luiz,503908760.1556998,0.0,0.0,109844241349.13907,83277238890.62129,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,581352397.0826058,3000000,0
2,Adecoagro,824184167.2988,0.0,0.0,109844241349.13907,83277238890.62129,341563.8906,341563.8906,0.0,0.0,0.0,0.0,0.0,1468000.0,2202000.0,180564.0,266000.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,573738099.935328,5000000,0
3,Agrisa,162699436.0,0.0,0.0,109844241349.13907,83277238890.62129,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,60823028.16,1000000,0
4,Agrocan,162699436.0,0.0,0.0,109844241349.13907,83277238890.62129,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,60823028.16,1000000,0
5,Agropaulo - Un. Jaguaruana,162699436.0,0.0,0.0,109844241349.13907,83277238890.62129,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,60823028.16,1000000,0
6,Agropeu,333676348.8566276,0.0,0.0,109844241349.13907,83277238890.62129,95484.02348957845,95484.02348957845,0.0,0.0,0.0,0.0,0.0,1137021.6587506998,330978.34124930017,139853.66402633608,106400.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,330479260.8386122,2000000,0
7,Agrosserra,162699436.0,0.0,0.0,109844241349.13907,83277238890.62129,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,60823028.16,1000000,0
8,Água Bonita,335939173.4371332,0.0,0.0,109844241349.13907,83277238890.62129,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,387568264.72173727,2000000,0
9,Alcoeste,164836833.45976004,0.0,0.0,109844241349.13907,83277238890.62129,68312.77812000002,68312.77812000002,0.0,0.0,0.0,0.0,0.0,293600.0,440400.0,36112.8,53200.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,114747619.98706558,1000000,0
10,Alcon,167969586.71856663,0.0,0.0,109844241349.13907,83277238890.62129,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,193784132.3608686,1000000,0
11,Alcoolquímica,335939173.4371332,0.0,0.0,109844241349.13907,83277238890.62129,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,387568264.72173727,2000000,0
12,Alcoolvale,335939173.4371332,0.0,0.0,109844241349.13907,83277238890.62129,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,387568264.72173727,2000000,0
13,Alta Floresta (Alto Alegre),335939173.4371332,0.0,0.0,109844241349.13907,83277238890.62129,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,387568264.72173727,2000000,0
14,Alta Mogiana,923832726.9521163,0.0,0.0,109844241349.13907,83277238890.62129,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.5454919045,55410.454508095514,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,1065812727.9847772,5500000,0
15,Alta Paulista (Usalpa),335939173.4371332,0.0,0.0,109844241349.13907,83277238890.62129,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,387568264.72173727,2000000,0
16,Alta Paulista II,325398872.0,0.0,0.0,109844241349.13907,83277238890.62129,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,121646056.32,2000000,0
17,Alto Alegre - Florestópolis,503908760.1556998,0.0,0.0,109844241349.13907,83277238890.62129,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,581352397.0826058,3000000,0
18,Alto Alegre - Unidade Junqueira,671878346.8742664,0.0,0.0,109844241349.13907,83277238890.62129,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,775136529.4434745,4000000,0
19,Alto Alegre - Unidade Santo Inácio,671878346.8742664,0.0,0.0,109844241349.13907,83277238890.62129,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,775136529.4434745,4000000,0
20,Alto Taquari,650797744.0,0.0,0.0,109844241349.13907,83277238890.62129,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,243292112.64,4000000,0
21,Alvorada,335939173.4371332,0.0,0.0,109844241349.13907,83277238890.62129,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,387568264.72173727,2000000,0
22,Americana,162699436.0,0.0,0.0,109844241349.13907,83277238890.62129,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,60823028.16,1000000,0
23,Andrade,503908760.1556998,0.0,0.0,109844241349.13907,83277238890.62129,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,581352397.0826058,3000000,0
24,Angélica,671878346.8742664,0.0,0.0,109844241349.13907,83277238890.62129,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,775136529.4434745,4000000,0
25,Anicuns,488098308.0,0.0,0.0,109844241349.13907,83277238890.62129,270846.0,270846.0,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,182469084.48000002,3000000,0
26,Aroeira,167969586.71856663,0.0,0.0,109844241349.13907,83277238890.62129,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,193784132.3608686,1000000,0
27,Atena Tecnologias - Fazendo Bartira,167969586.71856663,0.0,0.0,109844241349.13907,83277238890.62129,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,193784132.3608686,1000000,0
28,Avaré,335939173.4371332,0.0,0.0,109844241349.13907,83277238890.62129,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,387568264.72173727,2000000,0
29,Bahia Etanol,162699436.0,0.0,0.0,109844241349.13907,83277238890.62129,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,60823028.16,1000000,0
30,Baldin Bioenergia,335939173.4371332,0.0,0.0,109844241349.13907,83277238890.62129,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,387568264.72173727,2000000,0
31,Bambuí,325398872.0,0.0,0.0,109844241349.13907,83277238890.62129,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,121646056.32,2000000,0
32,Bandeirantes,503908760.1556998,0.0,0.0,109844241349.13907,83277238890.62129,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,581352397.0826058,3000000,0
33,Barra Grande,839847933.592833,0.0,0.0,109844241349.13907,83277238890.62129,180564.0,133023.30868481935,0.0,0.0,47540.69131518065,0.0,0.0,3619626.859538095,50373.14046190493,445214.10372318566,266000.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,968920661.804343,5000000,0
34,Barralcool,503908760.1556998,0.0,0.0,109844241349.13907,83277238890.62129,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,581352397.0826058,3000000,0
35,Batatais,671878346.8742664,0.0,0.0,109844241349.13907,83277238890.62129,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,775136529.4434745,4000000,0
36,Batatais - Unidade Lins,503908760.1556998,0.0,0.0,109844241349.13907,83277238890.62129,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,581352397.0826058,3000000,0
37,Bazan,659347333.8390402,0.0,0.0,109844241349.13907,83277238890.62129,273251.11248000007,0.0,0.0,0.0,273251.11248000007,0.0,0.0,1174400.0,1761600.0,144451.2,212800.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,458990479.94826233,4000000,0
38,Bela Vista,671878346.8742664,0.0,0.0,109844241349.13907,83277238890.62129,144451.2,116224.29602057458,0.0,0.0,28226.903979425435,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,775136529.4434743,4000000,0
39,Bevap,494510500.37928,0.0,0.0,109844241349.13907,83277238890.62129,204938.33435999998,204938.33435999998,0.0,0.0,0.0,0.0,0.0,880800.0,1321200.0,108338.4,159600.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,344242859.9611968,3000000,0
40,Bioenergia,325398872.0,0.0,0.0,109844241349.13907,83277238890.62129,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,121646056.32,2000000,0
41,Bioflex Agroindustrial,162699436.0,0.0,0.0,109844241349.13907,83277238890.62129,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,221151272153.16315,221151272153.16315,60823028.16,1000000,0
