,mills,OPEX,CAPEX,logistic,profit,additional costs,et,etmk,etsaf,etpc,etref,eta,etr,j1,j2,sug,el,SAF,SAF ref,SAF air,g,d,objective,sc cost,individual profit,capacity
48,BIOSEV - Unidade Passa Tempo,503908760.1556998,0.0,0.0,110943322642.72797,83285435782.5734,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,581352397.0826058,3000000
49,BIOSEV - Unidade Pedras de Fogo,162699436.0,0.0,0.0,110943322642.72797,83285435782.5734,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,60823028.16,1000000
50,BIOSEV - Unidade Rio Brilhante,824184167.2988,0.0,0.0,110943322642.72797,83285435782.5734,341563.8906,341563.8906,0.0,0.0,0.0,0.0,0.0,1468000.0000000012,2202000.0,180564.0,266000.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,573738099.935328,5000000
51,BIOSEV - Unidade Santa Elisa,923832726.9521163,0.0,64821.16777284,110943322642.72797,83285435782.5734,198620.4,195611.82888528,0.0,0.0,3008.5711147200054,0.0,0.0,3981589.5454919045,55410.454508095514,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,1065747906.8170043,5500000
52,BIOSEV - Unidade Vale do Rosário,923832726.9521163,0.0,0.0,110943322642.72797,83285435782.5734,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.5454919045,55410.454508095514,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,1065812727.9847772,5500000
53,Boa Vista,813497180.0,0.0,0.0,110943322642.72797,83285435782.5734,451410.0,451410.0,0.0,0.0,0.0,0.0,0.0,0.0,3670000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,304115140.8000002,5000000
54,Bom Jesus,162699436.0,0.0,0.0,110943322642.72797,83285435782.5734,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,60823028.16,1000000
55,Bom Sucesso,503908760.1556998,0.0,0.0,110943322642.72797,83285435782.5734,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,581352397.0826058,3000000
56,Branco Peres,167969586.71856663,0.0,0.0,110943322642.72797,83285435782.5734,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,193784132.3608686,1000000
57,BRENCO - Usina Morro Vermelho,650797744.0,0.0,0.0,110943322642.72797,83285435782.5734,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,243292112.64,4000000
58,Buriti - Sorriso,162699436.0,0.0,0.0,110943322642.72797,83285435782.5734,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,60823028.16,1000000
59,Buriti - Buritizal,488098308.0,0.0,0.0,110943322642.72797,83285435782.5734,270846.0,270846.0,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,182469084.48000002,3000000
60,Cabrera Energética,325398872.0,0.0,0.0,110943322642.72797,83285435782.5734,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,121646056.32,2000000
61,Cachoeira - Tupaciguara,162699436.0,0.0,0.0,110943322642.72797,83285435782.5734,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,60823028.16,1000000
62,Caçú,335939173.4371332,0.0,0.0,110943322642.72797,83285435782.5734,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,387568264.72173727,2000000
63,Caeté,335939173.4371332,0.0,0.0,110943322642.72797,83285435782.5734,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,387568264.72173727,2000000
64,Caeté - Unidade Paulicéia,813497180.0,0.0,0.0,110943322642.72797,83285435782.5734,451410.0,451410.0,0.0,0.0,0.0,0.0,0.0,0.0,3670000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,304115140.8000002,5000000
65,Cafealcool,162699436.0,0.0,0.0,110943322642.72797,83285435782.5734,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,60823028.16,1000000
66,Camaragibe,167969586.71856663,0.0,0.0,110943322642.72797,83285435782.5734,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,193784132.3608686,1000000
67,Cambuí,325398872.0,0.0,0.0,110943322642.72797,83285435782.5734,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,121646056.32,2000000
68,Campo Lindo,162699436.0,0.0,0.0,110943322642.72797,83285435782.5734,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,60823028.16,1000000
69,Canabrava 1,325398872.0,0.0,0.0,110943322642.72797,83285435782.5734,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,121646056.32,2000000
70,Carolo (N.Sra. Aparecida - BC Pontal),503908760.1556998,0.0,0.0,110943322642.72797,83285435782.5734,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,581352397.0826058,3000000
71,CBB - CIA Bioenergética,162699436.0,0.0,0.0,110943322642.72797,83285435782.5734,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,60823028.16,1000000
72,Ceara-Mirim,162699436.0,0.0,1384353.7472982937,110943322642.72797,83285435782.5734,90282.0,42764.015719808755,0.0,0.0,47517.98428019123,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,59438674.41270167,1000000
73,Cenasa,162699436.0,0.0,0.0,110943322642.72797,83285435782.5734,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,60823028.16,1000000
74,Central Leão Utinga,164836833.45976004,0.0,0.0,110943322642.72797,83285435782.5734,68312.77812000002,68312.77812000002,0.0,0.0,0.0,0.0,0.0,293600.0,440400.0,36112.8,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,114747619.98706558,1000000
75,Central Morrinhos,335939173.4371332,0.0,0.0,110943322642.72797,83285435782.5734,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,387568264.72173727,2000000
76,Central Olho D'Água,360306133.4371332,7320062.573950376,1771810.1867477996,110943322642.72797,83285435782.5734,72225.6,3913.4048780496814,68312.19512195032,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,28008.0,28008.0,0.0,4781.8536585365855,7650.965853658536,220657008789.92792,220657008789.92792,313681899.1707973,2000000
77,Centro Oeste Iguatemi,162699436.0,0.0,0.0,110943322642.72797,83285435782.5734,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,60823028.16,1000000
78,Cerradão,335939173.4371332,0.0,0.0,110943322642.72797,83285435782.5734,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,387568264.72173727,2000000
79,Cevasa,503908760.1556998,0.0,0.0,110943322642.72797,83285435782.5734,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,581352397.0826058,3000000
80,Cia. Energética Vale do São Simão,329673666.9195201,0.0,0.0,110943322642.72797,83285435782.5734,136625.55624000003,136625.55624000003,0.0,0.0,0.0,0.0,0.0,587200.0,880800.0,72225.6,106400.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,229495239.97413117,2000000
81,Citrosuco,162699436.0,0.0,0.0,110943322642.72797,83285435782.5734,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,60823028.16,1000000
82,Clealco - Unidade Queiroz,923832726.9521163,0.0,0.0,110943322642.72797,83285435782.5734,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.5454919045,55410.454508095514,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,1065812727.9847772,5500000
83,Coaf - Cruangi,162699436.0,0.0,0.0,110943322642.72797,83285435782.5734,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,60823028.16,1000000
84,Coagro,167969586.71856663,0.0,0.0,110943322642.72797,83285435782.5734,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,193784132.3608686,1000000
85,Cocal,671878346.8742664,0.0,0.0,110943322642.72797,83285435782.5734,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,775136529.4434745,4000000
86,Cocal - Unidade Narandiba,671878346.8742664,0.0,0.0,110943322642.72797,83285435782.5734,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,775136529.4434745,4000000
87,COFCO BRASIL S.A. - Catanduva,824184167.2987998,0.0,0.0,110943322642.72797,83285435782.5734,341563.89059999987,341563.8906,0.0,0.0,0.0,0.0,0.0,1468000.000000002,2201999.999999998,180564.0,266000.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,573738099.9353282,5000000
88,COFCO BRASIL S.A. - Meridiano,671878346.8742664,0.0,0.0,110943322642.72797,83285435782.5734,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,775136529.4434745,4000000
89,COFCO BRASIL S.A. - Potirendaba,671878346.8742664,0.0,0.0,110943322642.72797,83285435782.5734,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,775136529.4434745,4000000
90,COFCO BRASIL S.A. - Sebastianópolis do Sul,824184167.2988,0.0,0.0,110943322642.72797,83285435782.5734,341563.8906,341563.8906,0.0,0.0,0.0,0.0,0.0,1468000.0000000012,2202000.0,180564.0,266000.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,573738099.935328,5000000
91,Colombo,906602584.0286801,0.0,0.0,110943322642.72797,83285435782.5734,375720.27966,375720.27966,0.0,0.0,0.0,0.0,0.0,1614800.0,2422200.0,198620.4,292600.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,631111909.9288609,5500000
92,Colombo (Unidade Palestina),325398872.0,0.0,0.0,110943322642.72797,83285435782.5734,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,220657008789.92792,220657008789.92792,121646056.32,2000000
