,refinery,OPEX,CAPEX,additional costs,objective,blended SAF,SAF,g,d,total logistic
0,Refinaria Clara Camarão,0.0,0.0,83285435782.5734,220657008789.92792,172755.86920000002,0.0,0.0,0.0,241061849.19037932
1,Refinaria Landulpho Alves,0.0,0.0,83285435782.5734,220657008789.92792,62313.5808,0.0,0.0,0.0,241061849.19037932
2,Refinaria Duque de Caxias,0.0,0.0,83285435782.5734,220657008789.92792,330279.62359999365,0.0,0.0,0.0,241061849.19037932
3,Refinaria Alberto Pasqualini ,0.0,0.0,83285435782.5734,220657008789.92792,7.188646122813226e-09,0.0,0.0,0.0,241061849.19037932
4,Refinaria Gabriel Passos,0.0,0.0,83285435782.5734,220657008789.92792,25905.305200000003,0.0,0.0,0.0,241061849.19037932
5,Refinaria Isaac Sabbá,0.0,0.0,83285435782.5734,220657008789.92792,0.0,0.0,0.0,0.0,241061849.19037932
6,Refinaria Presidente Getúlio Vargas,0.0,0.0,83285435782.5734,220657008789.92792,78577.32999999283,0.0,0.0,0.0,241061849.19037932
7,Refinaria de Paulínia ,0.0,0.0,83285435782.5734,220657008789.92792,1039194.0859999948,0.0,0.0,0.0,241061849.19037932
8,Refinaria Henrique Lage,0.0,0.0,83285435782.5734,220657008789.92792,6.373738870024682e-09,0.0,0.0,0.0,241061849.19037932
