,refinery,OPEX,CAPEX,additional costs,objective,blended SAF,SAF,g,d,total logistic
0,Refinaria Clara Camarão,0.0,0.0,94439190881.40787,235070728966.44272,241607.5768333336,0.0,0.0,0.0,330444883.6565585
1,Refinaria Landulpho Alves,0.0,0.0,94439190881.40787,235070728966.44272,28008.0,0.0,0.0,0.0,330444883.6565585
2,Refinaria Duque de Caxias,0.0,0.0,94439190881.40787,235070728966.44272,0.0,0.0,0.0,0.0,330444883.6565585
3,Refinaria Alberto Pasqualini ,0.0,0.0,94439190881.40787,235070728966.44272,0.0,0.0,0.0,0.0,330444883.6565585
4,Refinaria Gabriel Passos,0.0,0.0,94439190881.40787,235070728966.44272,0.0,0.0,0.0,0.0,330444883.6565585
5,Refinaria Isaac Sabbá,0.0,0.0,94439190881.40787,235070728966.44272,0.0,0.0,0.0,0.0,330444883.6565585
6,Refinaria Presidente Getúlio Vargas,0.0,0.0,94439190881.40787,235070728966.44272,0.0,0.0,0.0,0.0,330444883.6565585
7,Refinaria de Paulínia ,0.0,0.0,94439190881.40787,235070728966.44272,1866666.6666666667,0.0,0.0,0.0,330444883.6565585
8,Refinaria Henrique Lage,0.0,0.0,94439190881.40787,235070728966.44272,0.0,0.0,0.0,0.0,330444883.6565585
