,SAF Production,eth market,Total Cost,Total Profit,premium
0,0.0,40924830.6,233957390990.3842,130006578467.98587,0.0
1,0.0,40924830.6,233957390990.3842,130006578467.98587,0.1
2,0.0,40924830.6,233957390990.3842,130006578467.98587,0.2
3,0.0,40924830.6,233957390990.3842,130006578467.98587,0.30000000000000004
4,0.0,40924830.6,233957390990.3842,130006578467.98587,0.4
5,0.0,40924830.6,233957390990.3842,130006578467.98587,0.5
6,0.0,40924830.6,233957390990.3842,130006578467.98587,0.6000000000000001
7,0.0,40924830.6,233957390990.3842,130006578467.98587,0.7000000000000001
8,0.0,40924830.6,233957390990.3842,130006578467.98587,0.8
9,0.0,40924830.6,233957390990.3842,130006578467.98587,0.9
10,0.0,40924830.6,233957390990.3842,130006578467.98587,1.0
11,0.0,40924830.6,233957390990.3842,130006578467.98587,1.1
12,0.0,40924830.6,233957390990.3842,130006578467.98587,1.2000000000000002
13,0.0,40924830.6,233957390990.3842,130006578467.98587,1.3
14,0.0,40924830.6,233957390990.3842,130006578467.98587,1.4000000000000001
15,0.0,40924830.6,233957390990.3842,130006578467.98587,1.5
16,0.0,40924830.6,233957390990.3842,130006578467.98587,1.6
17,0.0,40924830.6,233957390990.3842,130006578467.98587,1.7000000000000002
18,16176320.673555555,1470389.932791328,318461312785.2488,131119505780.32483,1.8
19,16762769.80199993,40026.20487804926,321578661407.2013,132782350519.28275,1.9000000000000001
20,16764374.298,36112.8,321600515102.6865,134445585558.66922,2.0
21,16764374.298000082,36112.8,321595041114.3262,136127496976.83038,2.1
22,16764374.297999999,36112.800000000796,321636058347.6089,137762917173.34708,2.2
23,16731105.215777775,117256.90298102457,321451013185.963,139431681399.80188,2.3000000000000003
24,16779180.546000052,0.0,321719265579.08484,141119834575.17175,2.4000000000000004
25,16779180.545999978,0.0,321690860900.92285,142826157307.93286,2.5
26,16779180.54599998,0.0,321703447325.03827,144491488938.41745,2.6
27,16779180.545999978,0.0,321763756371.45044,146109097946.60538,2.7
28,16779180.546000022,0.0,321716406787.5337,147834365585.12207,2.8000000000000003
29,16779180.546000004,0.0,321723962907.1886,149504727520.0671,2.9000000000000004
30,16779180.545999996,0.0,321747610085.3858,151158998396.47003,3.0
31,16779180.545999955,0.0,321678036125.83704,152906490410.61862,3.1
32,16779180.545999996,0.0,321686380567.5644,154576064023.49142,3.2
33,16745911.463777674,81144.10298102457,321558302359.5126,156156072838.93005,3.3000000000000003
34,16779180.545999996,0.0,321700255809.82245,157918024890.4333,3.4000000000000004
35,16779180.545999996,0.0,321701835213.2224,159594363541.63336,3.5
36,16779180.54599998,0.0,321691469160.4824,161282647648.97336,3.6
37,16779180.545999967,0.0,321695861650.71594,162956173213.33948,3.7
38,16779180.54599998,0.0,321755331448.2266,164574621470.42905,3.8000000000000003
39,16779180.545999996,0.0,321717712227.35583,166290158745.8998,3.9000000000000004
40,16779180.545999996,0.0,321689211421.8461,167996577606.00955,4.0
