,mills,OPEX,CAPEX,logistic,profit,additional costs,et,etmk,etsaf,etpc,etref,eta,etr,j1,j2,sug,el,SAF,SAF ref,SAF air,g,d,objective,sc cost,individual profit,capacity
0,Abengoa - São João Bv,503908760.15569973,0.0,0.0,115308557569.993,83310026458.4296,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,219318322139.74527,219318322139.74527,581352397.0826056,3000000
1,Abengoa - São Luiz,503908760.15569973,0.0,0.0,115308557569.993,83310026458.4296,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,219318322139.74527,219318322139.74527,581352397.0826056,3000000
2,Adecoagro,839847933.592833,0.0,0.0,115308557569.993,83310026458.4296,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.8595380946,50373.140461905394,445214.1037231856,266000.0,0.0,0.0,0.0,0.0,0.0,219318322139.74527,219318322139.74527,968920661.8043427,5000000
3,Agrisa,162699436.0,0.0,0.0,115308557569.993,83310026458.4296,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219318322139.74527,219318322139.74527,60823028.16,1000000
4,Agrocan,162699436.0,0.0,0.0,115308557569.993,83310026458.4296,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219318322139.74527,219318322139.74527,60823028.16,1000000
5,Agropaulo - Un. Jaguaruana,162699436.0,0.0,0.0,115308557569.993,83310026458.4296,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219318322139.74527,219318322139.74527,60823028.16,1000000
6,Agropeu,329673666.91952,0.0,0.0,115308557569.993,83310026458.4296,136625.55624,136625.5562399997,0.0,0.0,0.0,0.0,0.0,587200.0,880800.0,72225.6,106400.0,0.0,0.0,0.0,0.0,0.0,219318322139.74527,219318322139.74527,229495239.9741305,2000000
7,Agrosserra,162699436.0,0.0,0.0,115308557569.993,83310026458.4296,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,219318322139.74527,219318322139.74527,60823028.16,1000000
8,Água Bonita,329673666.91952,0.0,0.0,115308557569.993,83310026458.4296,136625.55624,136625.55624,0.0,0.0,0.0,0.0,0.0,587200.0,880800.0,72225.6,106400.0,0.0,0.0,0.0,0.0,0.0,219318322139.74527,219318322139.74527,229495239.97413123,2000000
9,Alcoeste,164836833.45976004,0.0,0.0,115308557569.993,83310026458.4296,68312.77812000002,68312.77812000002,0.0,0.0,0.0,0.0,0.0,293600.0,440400.0,36112.8,53200.0,0.0,0.0,0.0,0.0,0.0,219318322139.74527,219318322139.74527,114747619.98706558,1000000
