,SAF Production,eth market,Total Cost,Total Profit,premium
0,0.0,40924830.6,230428722706.21576,148708243856.25012,0.0
1,0.0,40924830.6,230428722706.21576,148708243856.25012,0.1
2,0.0,40924830.6,230428722706.21576,148708243856.25012,0.2
3,0.0,40924830.6,230428722706.21576,148708243856.25012,0.30000000000000004
4,0.0,40924830.6,230428722706.21576,148708243856.25012,0.4
5,0.0,40924830.6,230428722706.21576,148708243856.25012,0.5
6,0.0,40924830.6,230428722706.21576,148708243856.25012,0.6000000000000001
7,0.0,40924830.6,230428722706.21576,148708243856.25012,0.7000000000000001
8,0.0,40924830.6,230428722706.21576,148708243856.25012,0.8
9,0.0,40924830.6,230428722706.21576,148708243856.25012,0.9
10,0.0,40924830.6,230428722706.21576,148708243856.25012,1.0
11,0.0,40924830.6,230428722706.21576,148708243856.25012,1.1
12,0.0,40924830.6,230428722706.21576,148708243856.25012,1.2000000000000002
13,0.0,40924830.6,230428722706.21576,148708243856.25012,1.3
14,0.0,40924830.6,230428722706.21576,148708243856.25012,1.4000000000000001
15,0.0,40924830.6,230428722706.21576,148708243856.25012,1.5
16,0.0,40924830.6,230428722706.21576,148708243856.25012,1.6
17,0.0,40924830.6,230428722706.21576,148708243856.25012,1.7000000000000002
18,0.0,40924830.6,230428722706.21576,148708243856.25012,1.8
19,0.0,40924830.6,230428722706.21576,148708243856.25012,1.9000000000000001
20,0.0,40924830.6,230428722706.21576,148708243856.25012,2.0
21,0.0,40924830.6,230428722706.21576,148708243856.25012,2.1
22,0.0,40924830.6,230428722706.21576,148708243856.25012,2.2
23,0.0,40924830.6,230428722706.21576,148708243856.25012,2.3000000000000003
24,0.0,40924830.6,230428722706.21576,148708243856.25012,2.4000000000000004
25,0.0,40924830.6,230428722706.21576,148708243856.25012,2.5
26,0.0,40924830.6,230428722706.21576,148708243856.25012,2.6
27,0.0,40924830.6,230428722706.21576,148708243856.25012,2.7
28,0.0,40924830.6,230428722706.21576,148708243856.25012,2.8000000000000003
29,0.0,40924830.6,230428722706.21576,148708243856.25012,2.9000000000000004
30,0.0,40924830.6,230428722706.21576,148708243856.25012,3.0
31,0.0,40924830.6,230428722706.21576,148708243856.25012,3.1
32,0.0,40924830.6,230428722706.21576,148708243856.25012,3.2
33,0.0,40924830.6,230428722706.21576,148708243856.25012,3.3000000000000003
34,0.0,40924830.6,230428722706.21576,148708243856.25012,3.4000000000000004
35,0.0,40924830.6,230428722706.21576,148708243856.25012,3.5
36,0.0,40924830.6,230428722706.21576,148708243856.25012,3.6
37,13031228.500222221,9141346.453116924,298525474790.819,149054908843.67444,3.7
38,16683029.885555714,234513.80596205435,317678004749.6688,150750898495.18167,3.8000000000000003
39,16764374.298000505,36112.80000000002,318098477026.27,152442240111.038,3.9000000000000004
40,16764374.298000047,36112.8,318070197344.139,154146957222.96576,4.0
