,SAF Production,eth market,Total Cost,Total Profit,premium
0,0.0,40924830.6,230428722706.21576,161682544900.7921,0.0
1,0.0,40924830.6,230428722706.21576,161682544900.7921,0.1
2,0.0,40924830.6,230428722706.21576,161682544900.7921,0.2
3,0.0,40924830.6,230428722706.21576,161682544900.7921,0.30000000000000004
4,0.0,40924830.6,230428722706.21576,161682544900.7921,0.4
5,0.0,40924830.6,230428722706.21576,161682544900.7921,0.5
6,0.0,40924830.6,230428722706.21576,161682544900.7921,0.6000000000000001
7,0.0,40924830.6,230428722706.21576,161682544900.7921,0.7000000000000001
8,0.0,40924830.6,230428722706.21576,161682544900.7921,0.8
9,0.0,40924830.6,230428722706.21576,161682544900.7921,0.9
10,0.0,40924830.6,230428722706.21576,161682544900.7921,1.0
11,0.0,40924830.6,230428722706.21576,161682544900.7921,1.1
12,0.0,40924830.6,230428722706.21576,161682544900.7921,1.2000000000000002
13,0.0,40924830.6,230428722706.21576,161682544900.7921,1.3
14,0.0,40924830.6,230428722706.21576,161682544900.7921,1.4000000000000001
15,0.0,40924830.6,230428722706.21576,161682544900.7921,1.5
16,0.0,40924830.6,230428722706.21576,161682544900.7921,1.6
17,0.0,40924830.6,230428722706.21576,161682544900.7921,1.7000000000000002
18,0.0,40924830.6,230428722706.21576,161682544900.7921,1.8
19,0.0,40924830.6,230428722706.21576,161682544900.7921,1.9000000000000001
20,0.0,40924830.6,230428722706.21576,161682544900.7921,2.0
21,0.0,40924830.6,230428722706.21576,161682544900.7921,2.1
22,0.0,40924830.6,230428722706.21576,161682544900.7921,2.2
23,0.0,40924830.6,230428722706.21576,161682544900.7921,2.3000000000000003
24,0.0,40924830.6,230428722706.21576,161682544900.7921,2.4000000000000004
25,0.0,40924830.6,230428722706.21576,161682544900.7921,2.5
26,15253840.050888887,3720342.6710039163,310118851486.20483,162331905272.04947,2.6
27,16734761.801999936,108338.40000000001,317979853528.33795,163944151569.40198,2.7
28,16572702.638000002,503604.653658434,317131724995.4512,165579806966.16864,2.8000000000000003
29,16764374.298000203,36112.8,318102128669.1321,167333677920.08783,2.9000000000000004
30,16764374.297999987,36112.80000000002,318070967503.09924,169041276515.92,3.0
31,16764374.298000226,36112.8,318097115051.89233,170691566396.9275,3.1
32,16779180.545999963,0.0,318182312806.757,172369672511.80185,3.2
33,16779180.545999996,0.0,318174562305.9474,174055341067.2115,3.3000000000000003
34,16679373.299333636,243432.30894349696,317741557521.96484,175560748046.4381,3.4000000000000004
35,16779180.546,0.0,318182149128.56006,177403590353.79904,3.5
36,16779180.546000008,0.0,318149736088.3338,179113921448.62546,3.6
37,16779180.546000004,0.0,318185325734.434,180756249857.1251,3.7
38,16779180.546000004,0.0,318183250572.0369,182436243074.12213,3.8000000000000003
39,16779180.545999978,0.0,318205390440.80493,184092021259.95407,3.9000000000000004
40,16712642.381555544,162288.20596204963,317886198056.6933,185645533293.7615,4.0
