,refinery,OPEX,CAPEX,additional costs,objective,blended SAF,SAF,g,d,total logistic
0,Refinaria Clara Camarão,0.0,0.0,83301829566.47766,219672323715.8042,84264.96759999986,0.0,0.0,0.0,117313512.22220424
1,Refinaria Landulpho Alves,0.0,0.0,83301829566.47766,219672323715.8042,37454.62353754792,0.0,0.0,0.0,117313512.22220424
2,Refinaria Duque de Caxias,0.0,0.0,83301829566.47766,219672323715.8042,165139.8117999826,0.0,0.0,0.0,117313512.22220424
3,Refinaria Alberto Pasqualini ,0.0,0.0,83301829566.47766,219672323715.8042,3.267816220833449e-08,0.0,0.0,0.0,117313512.22220424
4,Refinaria Gabriel Passos,0.0,0.0,83301829566.47766,219672323715.8042,8767.786462440647,0.0,0.0,0.0,117313512.22220424
5,Refinaria Isaac Sabbá,0.0,0.0,83301829566.47766,219672323715.8042,0.0,0.0,0.0,0.0,117313512.22220424
6,Refinaria Presidente Getúlio Vargas,0.0,0.0,83301829566.47766,219672323715.8042,39288.66499996733,0.0,0.0,0.0,117313512.22220424
7,Refinaria de Paulínia ,0.0,0.0,83301829566.47766,219672323715.8042,519597.0430000291,0.0,0.0,0.0,117313512.22220424
8,Refinaria Henrique Lage,0.0,0.0,83301829566.47766,219672323715.8042,0.0,0.0,0.0,0.0,117313512.22220424
