,mills,OPEX,CAPEX,logistic,profit,additional costs,et,etmk,etsaf,etpc,etref,eta,etr,j1,j2,sug,el,SAF,SAF ref,SAF air,g,d,objective,sc cost,individual profit,capacity
10,Alcon,167969586.7185666,0.0,0.0,129981721597.44852,94471978878.75793,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,193784132.3608685,1000000
11,Alcoolquímica,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
12,Alcoolvale,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
13,Alta Floresta (Alto Alegre),335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
14,Alta Mogiana,923832726.9521164,0.0,0.0,129981721597.44852,94471978878.75793,198620.40000000002,198620.40000000002,0.0,0.0,0.0,0.0,0.0,3981589.545491904,55410.45450809598,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,1065812727.9847771,5500000
15,Alta Paulista (Usalpa),335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
16,Alta Paulista II,325398872.0,0.0,0.0,129981721597.44852,94471978878.75793,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,121646056.32,2000000
17,Alto Alegre - Florestópolis,503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
18,Alto Alegre - Unidade Junqueira,671878346.8742664,0.0,0.0,129981721597.44852,94471978878.75793,144451.19999999998,144451.19999999998,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,775136529.4434743,4000000
19,Alto Alegre - Unidade Santo Inácio,671878346.8742664,0.0,0.0,129981721597.44852,94471978878.75793,144451.19999999998,144451.19999999998,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,775136529.4434743,4000000
20,Alto Taquari,650797744.0,0.0,0.0,129981721597.44852,94471978878.75793,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,243292112.64,4000000
21,Alvorada,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
22,Americana,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
23,Andrade,503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
24,Angélica,671878346.8742664,0.0,0.0,129981721597.44852,94471978878.75793,144451.19999999998,144451.19999999998,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,775136529.4434743,4000000
25,Anicuns,488098308.0,0.0,0.0,129981721597.44852,94471978878.75793,270846.0,270846.0,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,182469084.48000002,3000000
26,Aroeira,167969586.7185666,0.0,0.0,129981721597.44852,94471978878.75793,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,193784132.3608685,1000000
27,Atena Tecnologias - Fazendo Bartira,167969586.7185666,0.0,0.0,129981721597.44852,94471978878.75793,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,193784132.3608685,1000000
28,Avaré,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
29,Bahia Etanol,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
30,Baldin Bioenergia,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
31,Bambuí,325398872.0,0.0,0.0,129981721597.44852,94471978878.75793,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,121646056.32,2000000
32,Bandeirantes,503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
33,Barra Grande,839847933.592833,0.0,0.0,129981721597.44852,94471978878.75793,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.8595380946,50373.140461905394,445214.1037231856,266000.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,968920661.8043427,5000000
34,Barralcool,503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
35,Batatais,671878346.8742664,0.0,0.0,129981721597.44852,94471978878.75793,144451.19999999998,144451.19999999998,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,775136529.4434743,4000000
36,Batatais - Unidade Lins,503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
37,Bazan,671878346.8742664,0.0,0.0,129981721597.44852,94471978878.75793,144451.19999999998,144451.19999999998,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,775136529.4434743,4000000
38,Bela Vista,671878346.8742664,0.0,0.0,129981721597.44852,94471978878.75793,144451.19999999998,144451.19999999998,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,775136529.4434743,4000000
39,Bevap,503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
40,Bioenergia,325398872.0,0.0,0.0,129981721597.44852,94471978878.75793,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,121646056.32,2000000
41,Bioflex Agroindustrial,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
42,Biopav(Revati),650797744.0,0.0,0.0,129981721597.44852,94471978878.75793,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,243292112.64,4000000
43,BIOSEV - Unidade Ares,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
44,BIOSEV - UNIDADE COLOMBIA,503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
45,Biosev - Unidade Lagoa da Prata,503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
46,BIOSEV - Unidade Leme,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
47,BIOSEV - Unidade MB,503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
48,BIOSEV - Unidade Passa Tempo,503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
49,BIOSEV - Unidade Pedras de Fogo,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
50,BIOSEV - Unidade Rio Brilhante,839847933.592833,0.0,0.0,129981721597.44852,94471978878.75793,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.8595380946,50373.140461905394,445214.1037231856,266000.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,968920661.8043427,5000000
51,BIOSEV - Unidade Santa Elisa,923832726.9521164,0.0,0.0,129981721597.44852,94471978878.75793,198620.40000000002,198620.40000000002,0.0,0.0,0.0,0.0,0.0,3981589.545491904,55410.45450809598,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,1065812727.9847771,5500000
52,BIOSEV - Unidade Vale do Rosário,923832726.9521164,0.0,0.0,129981721597.44852,94471978878.75793,198620.40000000002,198620.40000000002,0.0,0.0,0.0,0.0,0.0,3981589.545491904,55410.45450809598,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,1065812727.9847771,5500000
53,Boa Vista,813497180.0,0.0,0.0,129981721597.44852,94471978878.75793,451410.0,451410.0,0.0,0.0,0.0,0.0,0.0,0.0,3670000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,304115140.8000002,5000000
54,Bom Jesus,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
55,Bom Sucesso,503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
56,Branco Peres,167969586.7185666,0.0,0.0,129981721597.44852,94471978878.75793,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,193784132.3608685,1000000
57,BRENCO - Usina Morro Vermelho,650797744.0,0.0,0.0,129981721597.44852,94471978878.75793,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,243292112.64,4000000
58,Buriti - Sorriso,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
59,Buriti - Buritizal,488098308.0,0.0,0.0,129981721597.44852,94471978878.75793,270846.0,270846.0,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,182469084.48000002,3000000
60,Cabrera Energética,325398872.0,0.0,0.0,129981721597.44852,94471978878.75793,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,121646056.32,2000000
61,Cachoeira - Tupaciguara,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
62,Caçú,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
63,Caeté,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
64,Caeté - Unidade Paulicéia,813497180.0,0.0,0.0,129981721597.44852,94471978878.75793,451410.0,451410.0,0.0,0.0,0.0,0.0,0.0,0.0,3670000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,304115140.8000002,5000000
65,Cafealcool,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
66,Camaragibe,167969586.7185666,0.0,0.0,129981721597.44852,94471978878.75793,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,193784132.3608685,1000000
67,Cambuí,325398872.0,0.0,0.0,129981721597.44852,94471978878.75793,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,121646056.32,2000000
68,Campo Lindo,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
69,Canabrava 1,325398872.0,0.0,0.0,129981721597.44852,94471978878.75793,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,121646056.32,2000000
70,Carolo (N.Sra. Aparecida - BC Pontal),503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
71,CBB - CIA Bioenergética,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
72,Ceara-Mirim,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
73,Cenasa,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
74,Central Leão Utinga,167969586.7185666,0.0,0.0,129981721597.44852,94471978878.75793,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,193784132.3608685,1000000
75,Central Morrinhos,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
76,Central Olho D'Água,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
77,Centro Oeste Iguatemi,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
78,Cerradão,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
79,Cevasa,503908760.1556998,0.0,0.0,129981721597.44852,94471978878.75793,108338.40000000002,108338.40000000002,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,581352397.0826058,3000000
80,Cia. Energética Vale do São Simão,335939173.4371332,0.0,0.0,129981721597.44852,94471978878.75793,72225.59999999999,72225.59999999999,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,387568264.72173715,2000000
81,Citrosuco,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
82,Clealco - Unidade Queiroz,923832726.9521164,0.0,0.0,129981721597.44852,94471978878.75793,198620.40000000002,198620.40000000002,0.0,0.0,0.0,0.0,0.0,3981589.545491904,55410.45450809598,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,1065812727.9847771,5500000
83,Coaf - Cruangi,162699435.99999997,0.0,0.0,129981721597.44852,94471978878.75793,90281.99999999999,90281.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,60823028.16,1000000
84,Coagro,167969586.7185666,0.0,0.0,129981721597.44852,94471978878.75793,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,193784132.3608685,1000000
85,Cocal,671878346.8742664,0.0,0.0,129981721597.44852,94471978878.75793,144451.19999999998,144451.19999999998,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,775136529.4434743,4000000
86,Cocal - Unidade Narandiba,671878346.8742664,0.0,0.0,129981721597.44852,94471978878.75793,144451.19999999998,144451.19999999998,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,775136529.4434743,4000000
87,COFCO BRASIL S.A. - Catanduva,839847933.592833,0.0,0.0,129981721597.44852,94471978878.75793,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.8595380946,50373.140461905394,445214.1037231856,266000.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,968920661.8043427,5000000
88,COFCO BRASIL S.A. - Meridiano,671878346.8742664,0.0,0.0,129981721597.44852,94471978878.75793,144451.19999999998,144451.19999999998,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,775136529.4434743,4000000
89,COFCO BRASIL S.A. - Potirendaba,671878346.8742664,0.0,0.0,129981721597.44852,94471978878.75793,144451.19999999998,144451.19999999998,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129981721597.44852,231073937618.39716,775136529.4434743,4000000
