,SAF Production,eth market,Total Cost,Total Profit,premium
0,0.0,40924830.6,226900054422.04733,130006578467.98587,0.0
1,0.0,40924830.6,226900054422.04733,130006578467.98587,0.1
2,0.0,40924830.6,226900054422.04733,130006578467.98587,0.2
3,0.0,40924830.6,226900054422.04733,130006578467.98587,0.30000000000000004
4,0.0,40924830.6,226900054422.04733,130006578467.98587,0.4
5,0.0,40924830.6,226900054422.04733,130006578467.98587,0.5
6,0.0,40924830.6,226900054422.04733,130006578467.98587,0.6000000000000001
7,0.0,40924830.6,226900054422.04733,130006578467.98587,0.7000000000000001
8,0.0,40924830.6,226900054422.04733,130006578467.98587,0.8
9,0.0,40924830.6,226900054422.04733,130006578467.98587,0.9
10,0.0,40924830.6,226900054422.04733,130006578467.98587,1.0
11,0.0,40924830.6,226900054422.04733,130006578467.98587,1.1
12,0.0,40924830.6,226900054422.04733,130006578467.98587,1.2000000000000002
13,0.0,40924830.6,226900054422.04733,130006578467.98587,1.3
14,0.0,40924830.6,226900054422.04733,130006578467.98587,1.4000000000000001
15,0.0,40924830.6,226900054422.04733,130006578467.98587,1.5
16,0.0,40924830.6,226900054422.04733,130006578467.98587,1.6
17,0.0,40924830.6,226900054422.04733,130006578467.98587,1.7000000000000002
18,0.0,40924830.6,226900054422.04733,130006578467.98587,1.8
19,0.0,40924830.6,226900054422.04733,130006578467.98587,1.9000000000000001
20,0.0,40924830.6,226900054422.04733,130006578467.98587,2.0
21,0.0,40924830.6,226900054422.04733,130006578467.98587,2.1
22,0.0,40924830.6,226900054422.04733,130006578467.98587,2.2
23,0.0,40924830.6,226900054422.04733,130006578467.98587,2.3000000000000003
24,0.0,40924830.6,226900054422.04733,130006578467.98587,2.4000000000000004
25,0.0,40924830.6,226900054422.04733,130006578467.98587,2.5
26,0.0,40924830.6,226900054422.04733,130006578467.98587,2.6
27,0.0,40924830.6,226900054422.04733,130006578467.98587,2.7
28,0.0,40924830.6,226900054422.04733,130006578467.98587,2.8000000000000003
29,0.0,40924830.6,226900054422.04733,130006578467.98587,2.9000000000000004
30,0.0,40924830.6,226900054422.04733,130006578467.98587,3.0
31,0.0,40924830.6,226900054422.04733,130006578467.98587,3.1
32,0.0,40924830.6,226900054422.04733,130006578467.98587,3.2
33,0.0,40924830.6,226900054422.04733,130006578467.98587,3.3000000000000003
34,9392018.616000097,18017468.121950947,275833241948.1621,130296461476.49911,3.4000000000000004
35,16719955.554000022,144451.2,314332526255.4223,131874503760.1094,3.5
36,16762769.802000014,40026.20487804826,314572910857.57385,133539065260.42682,3.6
37,16764374.297999986,36112.8,314544608948.24207,135252533273.42624,3.7
38,16764374.297999997,36112.800000000025,314567710881.06445,136905868770.40402,3.8000000000000003
39,16764374.298000023,36112.8,314571056091.66516,138578960989.60324,3.9000000000000004
40,16779180.546,0.0,314702618829.4834,140210318787.76385,4.0
