,refinery,OPEX,CAPEX,additional costs,objective,blended SAF,SAF,g,d,total logistic
0,Refinaria Clara Camarão,0.0,0.0,94439190881.40498,232930473041.62457,226860.94699991477,0.0,0.0,0.0,337492503.8340998
1,Refinaria Landulpho Alves,0.0,0.0,94439190881.40498,232930473041.62457,0.0,0.0,0.0,0.0,337492503.8340998
2,Refinaria Duque de Caxias,0.0,0.0,94439190881.40498,232930473041.62457,0.0,0.0,0.0,0.0,337492503.8340998
3,Refinaria Alberto Pasqualini ,0.0,0.0,94439190881.40498,232930473041.62457,0.0,0.0,0.0,0.0,337492503.8340998
4,Refinaria Gabriel Passos,0.0,0.0,94439190881.40498,232930473041.62457,0.0,0.0,0.0,0.0,337492503.8340998
5,Refinaria Isaac Sabbá,0.0,0.0,94439190881.40498,232930473041.62457,0.0,0.0,0.0,0.0,337492503.8340998
6,Refinaria Presidente Getúlio Vargas,0.0,0.0,94439190881.40498,232930473041.62457,0.0,0.0,0.0,0.0,337492503.8340998
7,Refinaria de Paulínia ,0.0,0.0,94439190881.40498,232930473041.62457,1909421.2964994926,0.0,0.0,0.0,337492503.8340998
8,Refinaria Henrique Lage,0.0,0.0,94439190881.40498,232930473041.62457,0.0,0.0,0.0,0.0,337492503.8340998
