,mills,OPEX,CAPEX,logistic,profit,additional costs,et,etmk,etsaf,etpc,etref,eta,etr,j1,j2,sug,el,SAF,SAF ref,SAF air,g,d,objective,sc cost,individual profit,capacity
13,Alta Floresta (Alto Alegre),335939173.4371332,0.0,0.0,112037492184.6831,83293632674.5256,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,387568264.72173727,2000000
14,Alta Mogiana,923832726.9521163,0.0,0.0,112037492184.6831,83293632674.5256,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.5454919045,55410.454508095514,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,1065812727.9847772,5500000
15,Alta Paulista (Usalpa),335939173.4371332,0.0,0.0,112037492184.6831,83293632674.5256,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,387568264.72173727,2000000
16,Alta Paulista II,325398872.0,0.0,0.0,112037492184.6831,83293632674.5256,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,121646056.32,2000000
17,Alto Alegre - Florestópolis,503908760.1556998,0.0,0.0,112037492184.6831,83293632674.5256,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,581352397.0826058,3000000
18,Alto Alegre - Unidade Junqueira,671878346.8742664,0.0,0.0,112037492184.6831,83293632674.5256,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,775136529.4434745,4000000
19,Alto Alegre - Unidade Santo Inácio,671878346.8742664,0.0,0.0,112037492184.6831,83293632674.5256,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,775136529.4434745,4000000
20,Alto Taquari,650797744.0,0.0,0.0,112037492184.6831,83293632674.5256,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,243292112.64,4000000
21,Alvorada,335939173.4371332,0.0,0.0,112037492184.6831,83293632674.5256,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,387568264.72173727,2000000
22,Americana,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
23,Andrade,503908760.1556998,0.0,0.0,112037492184.6831,83293632674.5256,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,581352397.0826058,3000000
24,Angélica,671878346.8742664,0.0,0.0,112037492184.6831,83293632674.5256,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,775136529.4434745,4000000
25,Anicuns,488098308.0,0.0,0.0,112037492184.6831,83293632674.5256,270846.0,270846.0,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,182469084.48000002,3000000
26,Aroeira,167969586.71856663,0.0,0.0,112037492184.6831,83293632674.5256,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,193784132.3608686,1000000
27,Atena Tecnologias - Fazendo Bartira,164836833.45976004,0.0,0.0,112037492184.6831,83293632674.5256,68312.77812000002,68312.77812000002,0.0,0.0,0.0,0.0,0.0,293600.0,440400.0,36112.8,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,114747619.98706558,1000000
28,Avaré,335939173.4371332,0.0,0.0,112037492184.6831,83293632674.5256,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,387568264.72173727,2000000
29,Bahia Etanol,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
30,Baldin Bioenergia,335939173.4371332,0.0,0.0,112037492184.6831,83293632674.5256,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,387568264.72173727,2000000
31,Bambuí,325398872.0,0.0,0.0,112037492184.6831,83293632674.5256,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,121646056.32,2000000
32,Bandeirantes,503908760.1556998,0.0,0.0,112037492184.6831,83293632674.5256,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,581352397.0826058,3000000
33,Barra Grande,824184167.2988,0.0,1506348.9720209101,112037492184.6831,83293632674.5256,341563.8906,274062.71232733864,0.0,0.0,67501.17827266201,0.0,0.0,1468000.0000000012,2202000.0,180564.0,266000.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,572231750.9633086,5000000
34,Barralcool,503908760.1556998,0.0,0.0,112037492184.6831,83293632674.5256,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,581352397.0826058,3000000
35,Batatais,671878346.8742664,0.0,0.0,112037492184.6831,83293632674.5256,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,775136529.4434745,4000000
36,Batatais - Unidade Lins,503908760.1556998,0.0,0.0,112037492184.6831,83293632674.5256,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,581352397.0826058,3000000
37,Bazan,671878346.8742664,0.0,0.0,112037492184.6831,83293632674.5256,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,775136529.4434745,4000000
38,Bela Vista,671878346.8742664,0.0,0.0,112037492184.6831,83293632674.5256,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,775136529.4434745,4000000
39,Bevap,503908760.1556998,0.0,0.0,112037492184.6831,83293632674.5256,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,581352397.0826058,3000000
40,Bioenergia,325398872.0,0.0,0.0,112037492184.6831,83293632674.5256,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,121646056.32,2000000
41,Bioflex Agroindustrial,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
42,Biopav(Revati),650797744.0,0.0,0.0,112037492184.6831,83293632674.5256,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,243292112.64,4000000
43,BIOSEV - Unidade Ares,452880416.11991453,29005920.976940524,6323073.890952857,112037492184.6831,83293632674.5256,87439.53191407656,0.0,87439.53191407656,244552.09784202094,0.0,0.0,0.0,1244529.459412384,223470.54058761592,153077.12350772324,106400.0,136116.56819999998,136116.56819999998,0.0,23239.41408292683,37183.06253268292,220165212102.0855,220165212102.0855,2.384185791015625e-07,2000000
44,BIOSEV - UNIDADE COLOMBIA,503908760.1556998,0.0,0.0,112037492184.6831,83293632674.5256,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,581352397.0826058,3000000
45,Biosev - Unidade Lagoa da Prata,528275720.1556998,7320062.585210431,1185226.2242855106,112037492184.6831,83293632674.5256,108338.4,40026.20487804877,68312.19512195121,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,28008.0,28008.0,0.0,4781.8536585365855,7650.965853658536,220165212102.0855,220165212102.0855,508052615.482866,3000000
46,BIOSEV - Unidade Leme,329673666.9195201,0.0,3055577.673864914,112037492184.6831,83293632674.5256,136625.55624000003,2630.120702316781,0.0,0.0,133995.43553768325,0.0,0.0,587200.0,880800.0,72225.6,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,226439662.30026627,2000000
47,BIOSEV - Unidade MB,503908760.1556998,0.0,0.0,112037492184.6831,83293632674.5256,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,581352397.0826058,3000000
48,BIOSEV - Unidade Passa Tempo,494510500.37928,0.0,0.0,112037492184.6831,83293632674.5256,204938.33435999998,204938.33435999998,0.0,0.0,0.0,0.0,0.0,880800.0,1321200.0,108338.4,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,344242859.9611968,3000000
49,BIOSEV - Unidade Pedras de Fogo,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
50,BIOSEV - Unidade Rio Brilhante,839847933.592833,0.0,0.0,112037492184.6831,83293632674.5256,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.859538095,50373.14046190493,445214.10372318566,266000.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,968920661.804343,5000000
51,BIOSEV - Unidade Santa Elisa,1183893442.0280313,50052666.77760226,28448388.471808348,112037492184.6831,83293632674.5256,307633.5845538754,0.0,307633.5845538754,451174.0035220105,0.0,0.0,0.0,2524720.878961881,1512279.1210381188,310540.66811231134,292600.0,311111.1111111132,311111.1111111132,0.0,53116.531165312015,84986.44986449923,220165212102.0855,220165212102.0855,4.76837158203125e-07,5500000
52,BIOSEV - Unidade Vale do Rosário,923832726.9521163,0.0,0.0,112037492184.6831,83293632674.5256,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.5454919045,55410.454508095514,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,1065812727.9847772,5500000
53,Boa Vista,813497180.0,0.0,0.0,112037492184.6831,83293632674.5256,451410.0,451410.0,0.0,0.0,0.0,0.0,0.0,0.0,3670000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,304115140.8000002,5000000
54,Bom Jesus,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
55,Bom Sucesso,503908760.1556998,0.0,0.0,112037492184.6831,83293632674.5256,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,581352397.0826058,3000000
56,Branco Peres,164836833.45976004,0.0,0.0,112037492184.6831,83293632674.5256,68312.77812000002,68312.77812000002,0.0,0.0,0.0,0.0,0.0,293600.0,440400.0,36112.8,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,114747619.98706558,1000000
57,BRENCO - Usina Morro Vermelho,650797744.0,0.0,0.0,112037492184.6831,83293632674.5256,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,243292112.64,4000000
58,Buriti - Sorriso,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
59,Buriti - Buritizal,488098308.0,0.0,0.0,112037492184.6831,83293632674.5256,270846.0,270846.0,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,182469084.48000002,3000000
60,Cabrera Energética,325398872.0,0.0,0.0,112037492184.6831,83293632674.5256,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,121646056.32,2000000
61,Cachoeira - Tupaciguara,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
62,Caçú,335939173.4371332,0.0,0.0,112037492184.6831,83293632674.5256,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,387568264.72173727,2000000
63,Caeté,335939173.4371332,0.0,0.0,112037492184.6831,83293632674.5256,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,387568264.72173727,2000000
64,Caeté - Unidade Paulicéia,813497180.0,0.0,0.0,112037492184.6831,83293632674.5256,451410.0,451410.0,0.0,0.0,0.0,0.0,0.0,0.0,3670000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,304115140.8000002,5000000
65,Cafealcool,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
66,Camaragibe,167969586.71856663,0.0,0.0,112037492184.6831,83293632674.5256,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,193784132.3608686,1000000
67,Cambuí,325398872.0,0.0,0.0,112037492184.6831,83293632674.5256,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,121646056.32,2000000
68,Campo Lindo,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
69,Canabrava 1,325398872.0,0.0,0.0,112037492184.6831,83293632674.5256,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,121646056.32,2000000
70,Carolo (N.Sra. Aparecida - BC Pontal),503908760.1556998,0.0,0.0,112037492184.6831,83293632674.5256,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,581352397.0826058,3000000
71,CBB - CIA Bioenergética,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
72,Ceara-Mirim,162699436.0,0.0,514043.0019524461,112037492184.6831,83293632674.5256,90282.0,72637.45839797881,0.0,0.0,17644.54160202117,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60308985.15804753,1000000
73,Cenasa,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
74,Central Leão Utinga,167969586.71856663,0.0,0.0,112037492184.6831,83293632674.5256,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.3719076191,10074.628092380939,89042.82074463714,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,193784132.3608686,1000000
75,Central Morrinhos,335939173.4371332,0.0,0.0,112037492184.6831,83293632674.5256,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,387568264.72173727,2000000
76,Central Olho D'Água,329673666.9195201,0.0,0.0,112037492184.6831,83293632674.5256,136625.55624000003,136625.55624000012,0.0,0.0,0.0,0.0,0.0,587200.0,880800.0,72225.6,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,229495239.9741314,2000000
77,Centro Oeste Iguatemi,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
78,Cerradão,335939173.4371332,0.0,0.0,112037492184.6831,83293632674.5256,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,387568264.72173727,2000000
79,Cevasa,503908760.1556998,0.0,0.0,112037492184.6831,83293632674.5256,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.115722857,30223.88427714305,267128.4622339114,159600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,581352397.0826058,3000000
80,Cia. Energética Vale do São Simão,335939173.4371332,0.0,0.0,112037492184.6831,83293632674.5256,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,387568264.72173727,2000000
81,Citrosuco,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
82,Clealco - Unidade Queiroz,923832726.9521163,0.0,0.0,112037492184.6831,83293632674.5256,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.5454919045,55410.454508095514,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,1065812727.9847772,5500000
83,Coaf - Cruangi,162699436.0,0.0,0.0,112037492184.6831,83293632674.5256,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,60823028.16,1000000
84,Coagro,164836833.45976,0.0,0.0,112037492184.6831,83293632674.5256,68312.77812,68312.77812,0.0,0.0,0.0,0.0,0.0,293600.0,440400.0,36112.8,53200.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,114747619.98706561,1000000
85,Cocal,671878346.8742664,0.0,0.0,112037492184.6831,83293632674.5256,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,775136529.4434745,4000000
86,Cocal - Unidade Narandiba,671878346.8742664,0.0,0.0,112037492184.6831,83293632674.5256,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,775136529.4434745,4000000
87,COFCO BRASIL S.A. - Catanduva,839847933.592833,0.0,0.0,112037492184.6831,83293632674.5256,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.859538095,50373.14046190493,445214.10372318566,266000.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,968920661.804343,5000000
88,COFCO BRASIL S.A. - Meridiano,671878346.8742664,0.0,0.0,112037492184.6831,83293632674.5256,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,775136529.4434745,4000000
89,COFCO BRASIL S.A. - Potirendaba,671878346.8742664,0.0,0.0,112037492184.6831,83293632674.5256,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,775136529.4434745,4000000
90,COFCO BRASIL S.A. - Sebastianópolis do Sul,839847933.592833,0.0,0.0,112037492184.6831,83293632674.5256,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.859538095,50373.14046190493,445214.10372318566,266000.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,968920661.804343,5000000
91,Colombo,906602584.0286801,0.0,0.0,112037492184.6831,83293632674.5256,375720.27966,375720.27966,0.0,0.0,0.0,0.0,0.0,1614800.0,2422200.0,198620.4,292600.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,631111909.9288609,5500000
92,Colombo (Unidade Palestina),325398872.0,0.0,0.0,112037492184.6831,83293632674.5256,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,220165212102.0855,220165212102.0855,121646056.32,2000000
