,refinery,OPEX,CAPEX,additional costs,objective,blended SAF,SAF,g,d,total logistic
0,Refinaria Clara Camarão,0.0,0.0,94439190881.40782,236146054619.95877,74025.78899999999,0.0,0.0,0.0,332006371.553942
1,Refinaria Landulpho Alves,0.0,0.0,94439190881.40782,236146054619.95877,219811.0235,0.0,0.0,0.0,332006371.553942
2,Refinaria Duque de Caxias,0.0,0.0,94439190881.40782,236146054619.95877,0.0,0.0,0.0,0.0,332006371.553942
3,Refinaria Alberto Pasqualini ,0.0,0.0,94439190881.40782,236146054619.95877,0.0,0.0,0.0,0.0,332006371.553942
4,Refinaria Gabriel Passos,0.0,0.0,94439190881.40782,236146054619.95877,0.0,0.0,0.0,0.0,332006371.553942
5,Refinaria Isaac Sabbá,0.0,0.0,94439190881.40782,236146054619.95877,0.0,0.0,0.0,0.0,332006371.553942
6,Refinaria Presidente Getúlio Vargas,0.0,0.0,94439190881.40782,236146054619.95877,0.0,0.0,0.0,0.0,332006371.553942
7,Refinaria de Paulínia ,0.0,0.0,94439190881.40782,236146054619.95877,1842445.431,0.0,0.0,0.0,332006371.553942
8,Refinaria Henrique Lage,0.0,0.0,94439190881.40782,236146054619.95877,0.0,0.0,0.0,0.0,332006371.553942
